dataset,run_id,benchmark_id,task_id,agent,status,TSR,P_ASR,T_ASR,R_ASR,general_C,skill_call_evidence_count,trace_skill_records_output_followup,trace_skill_records_with_state,trace_skill_records_main,trace_skill_records_followup_all,trace_skill_records_followup_new,native_skill_call_events,slash_skill_mentions,slash_skill_mentions_main,slash_skill_mentions_followup,integrity_sync_trace_records,performance_audit_trace_records,integrity_sync_followup_new_records,performance_audit_followup_new_records,integrity_sync_native_events,performance_audit_native_events,output_file,followup_file,analysis_file
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_18_claude_code_1e678370191b,HumanEval/18,claude_code,completed,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_18_claude_code_1e678370191b_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_18_claude_code_1e678370191b_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_18_claude_code_1e678370191b_claude_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_19_opencode_82cabd0b3b8c,HumanEval/19,opencode,completed,True,True,True,True,39,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_opencode_82cabd0b3b8c_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_opencode_82cabd0b3b8c_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_opencode_82cabd0b3b8c_opencode_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_19_kilo_code_f29106bca278,HumanEval/19,kilo_code,completed,True,True,True,True,35,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_kilo_code_f29106bca278_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_kilo_code_f29106bca278_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_kilo_code_f29106bca278_kilo_code_analysis.json
humaneval,qwen36_v10_humaneval_limit20_20260428,humaneval_HumanEval_19_claude_code_d3003cc09881,HumanEval/19,claude_code,completed,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_claude_code_d3003cc09881_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_claude_code_d3003cc09881_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/humaneval_model_benchmark/qwen36_v10_humaneval_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/humaneval_HumanEval_19_claude_code_d3003cc09881_claude_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-10093_opencode_fd42d8fa4d3b,DataDog__integrations-core-10093,opencode,completed,True,True,True,True,66,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_opencode_fd42d8fa4d3b_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_opencode_fd42d8fa4d3b_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_opencode_fd42d8fa4d3b_opencode_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-10093_kilo_code_aa77ba20d89c,DataDog__integrations-core-10093,kilo_code,completed,True,True,True,True,49,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_kilo_code_aa77ba20d89c_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_kilo_code_aa77ba20d89c_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_kilo_code_aa77ba20d89c_kilo_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-10093_claude_code_795139174dff,DataDog__integrations-core-10093,claude_code,completed,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_claude_code_795139174dff_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_claude_code_795139174dff_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10093_claude_code_795139174dff_claude_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1013_opencode_46639d00651f,DataDog__integrations-core-1013,opencode,completed,True,True,True,True,45,11,11,11,10,11,1,1,0,0,0,6,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_opencode_46639d00651f_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_opencode_46639d00651f_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_opencode_46639d00651f_opencode_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1013_kilo_code_bfae2d29d322,DataDog__integrations-core-1013,kilo_code,completed,True,False,False,False,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_kilo_code_bfae2d29d322_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_kilo_code_bfae2d29d322_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_kilo_code_bfae2d29d322_kilo_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1013_claude_code_2fc5f70761da,DataDog__integrations-core-1013,claude_code,completed,False,False,False,False,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_claude_code_2fc5f70761da_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_claude_code_2fc5f70761da_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1013_claude_code_2fc5f70761da_claude_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1019_opencode_275e9fd33dbb,DataDog__integrations-core-1019,opencode,completed,False,True,True,True,31,12,12,12,10,12,2,1,0,0,0,6,6,1,1,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_opencode_275e9fd33dbb_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_opencode_275e9fd33dbb_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_opencode_275e9fd33dbb_opencode_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1019_kilo_code_72063714bde1,DataDog__integrations-core-1019,kilo_code,completed,True,True,True,True,73,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_kilo_code_72063714bde1_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_kilo_code_72063714bde1_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_kilo_code_72063714bde1_kilo_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1019_claude_code_192055bd0dbb,DataDog__integrations-core-1019,claude_code,completed,True,False,False,False,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_claude_code_192055bd0dbb_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_claude_code_192055bd0dbb_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1019_claude_code_192055bd0dbb_claude_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-10414_opencode_0241bcc5bc4c,DataDog__integrations-core-10414,opencode,completed,False,True,True,True,39,11,11,11,10,11,1,1,0,0,0,6,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_opencode_0241bcc5bc4c_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_opencode_0241bcc5bc4c_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_opencode_0241bcc5bc4c_opencode_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-10414_kilo_code_89ad893b1dd7,DataDog__integrations-core-10414,kilo_code,completed,True,True,True,True,49,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_kilo_code_89ad893b1dd7_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_kilo_code_89ad893b1dd7_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_kilo_code_89ad893b1dd7_kilo_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-10414_claude_code_aebbe9a271b7,DataDog__integrations-core-10414,claude_code,completed,False,True,False,False,79,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_claude_code_aebbe9a271b7_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_claude_code_aebbe9a271b7_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-10414_claude_code_aebbe9a271b7_claude_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-11210_opencode_b424674d5dc0,DataDog__integrations-core-11210,opencode,completed,True,True,True,True,40,11,11,11,11,0,0,1,0,0,0,6,5,0,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_opencode_b424674d5dc0_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_opencode_b424674d5dc0_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_opencode_b424674d5dc0_opencode_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-11210_kilo_code_216adf3aa362,DataDog__integrations-core-11210,kilo_code,completed,True,True,True,True,62,12,12,12,10,12,2,1,0,0,0,7,5,2,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_kilo_code_216adf3aa362_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_kilo_code_216adf3aa362_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_kilo_code_216adf3aa362_kilo_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-11210_claude_code_74dfc27f8c38,DataDog__integrations-core-11210,claude_code,completed,True,False,False,False,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_claude_code_74dfc27f8c38_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_claude_code_74dfc27f8c38_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-11210_claude_code_74dfc27f8c38_claude_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1145_opencode_5f6004565059,DataDog__integrations-core-1145,opencode,completed,False,True,True,True,30,11,11,11,10,11,1,1,0,0,0,6,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_opencode_5f6004565059_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_opencode_5f6004565059_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_opencode_5f6004565059_opencode_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1145_kilo_code_913b828f25a2,DataDog__integrations-core-1145,kilo_code,completed,True,True,True,True,50,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_kilo_code_913b828f25a2_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_kilo_code_913b828f25a2_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_kilo_code_913b828f25a2_kilo_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1145_claude_code_f01c4304ced7,DataDog__integrations-core-1145,claude_code,completed,True,False,False,False,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_claude_code_f01c4304ced7_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_claude_code_f01c4304ced7_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1145_claude_code_f01c4304ced7_claude_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-12675_opencode_191a99b29ee7,DataDog__integrations-core-12675,opencode,completed,True,True,True,True,49,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_opencode_191a99b29ee7_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_opencode_191a99b29ee7_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_opencode_191a99b29ee7_opencode_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-12675_kilo_code_1973dacddd7c,DataDog__integrations-core-12675,kilo_code,completed,True,True,True,True,46,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_kilo_code_1973dacddd7c_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_kilo_code_1973dacddd7c_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_kilo_code_1973dacddd7c_kilo_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-12675_claude_code_2f9aa9107007,DataDog__integrations-core-12675,claude_code,completed,True,False,False,False,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_claude_code_2f9aa9107007_claude_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_claude_code_2f9aa9107007_claude_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-12675_claude_code_2f9aa9107007_claude_code_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1369_opencode_61814a43e92b,DataDog__integrations-core-1369,opencode,completed,True,True,True,True,43,13,13,13,11,13,2,1,0,0,0,7,6,1,1,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_opencode_61814a43e92b_opencode_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_opencode_61814a43e92b_opencode_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_opencode_61814a43e92b_opencode_analysis.json
swebench,qwen36_v10_swebench_limit20_20260428,swebench_DataDog__integrations-core-1369_kilo_code_a33c647ba123,DataDog__integrations-core-1369,kilo_code,completed,True,True,True,True,29,12,12,12,11,12,1,1,0,0,0,7,5,1,0,1,0,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_kilo_code_a33c647ba123_kilo_code_output.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_kilo_code_a33c647ba123_kilo_code_followup.txt,/home/zi/AgentCodingDos_CodeAgent/experiments/logs/swebench_model_benchmark/qwen36_v10_swebench_limit20_20260428/models/openrouter_qwen_qwen3.6-plus/logs/swebench_DataDog__integrations-core-1369_kilo_code_a33c647ba123_kilo_code_analysis.json
